      1      2      1  8.272765e-006  8.971481e-006  1.000000e-004  2.052945e-014  0.000000e+000
      2     21      1  9.609152e-006  8.971481e-006  1.000000e-004  1.204000e-014  0.000000e+000
      3    401      1  7.632064e-006  8.971481e-006  1.000000e-004  9.678562e-015  0.000000e+000
      4     -1      1  9.691957e-006  8.971481e-006  1.000000e-004  0.000000e+000  0.000000e+000
      5    381      1  7.582820e-006  8.971481e-006  1.000000e-004  1.806389e-014  0.000000e+000
      6   7601      1  8.955496e-006  8.971481e-006  1.000000e-004  9.683316e-015  0.000000e+000
      7      3      2  9.590261e-006  8.272765e-006  1.000000e-004  1.827844e-014  0.000000e+000
      8     22      2  9.172058e-006  8.272765e-006  1.000000e-004  1.634791e-014  0.000000e+000
      9    402      2  8.236049e-006  8.272765e-006  1.000000e-004  1.677532e-014  0.000000e+000
     10    382      2  8.272765e-006  8.272765e-006  1.000000e-004  2.150064e-014  0.000000e+000
     11   7602      2  7.367178e-006  8.272765e-006  1.000000e-004  1.705109e-014  0.000000e+000
     12      4      3  8.972404e-006  9.590261e-006  1.000000e-004  2.529109e-014  0.000000e+000
     13     23      3  7.580760e-006  9.590261e-006  1.000000e-004  7.134207e-015  0.000000e+000
     14    403      3  9.590261e-006  9.590261e-006  1.000000e-004  2.889420e-014  0.000000e+000
     15    383      3  9.681802e-006  9.590261e-006  1.000000e-004  1.806242e-014  0.000000e+000
     16   7603      3  8.694630e-006  9.590261e-006  1.000000e-004  1.941500e-014  0.000000e+000
     17      5      4  9.584311e-006  8.972404e-006  1.000000e-004  1.589288e-014  0.000000e+000
     18     24      4  8.993200e-006  8.972404e-006  1.000000e-004  2.173320e-014  0.000000e+000
     19    404      4  9.161376e-006  8.972404e-006  1.000000e-004  1.770584e-014  0.000000e+000
     20    384      4  8.375035e-006  8.972404e-006  1.000000e-004  9.640389e-015  0.000000e+000
     21   7604      4  7.977129e-006  8.972404e-006  1.000000e-004  1.826308e-014  0.000000e+000
     22      6      5  9.917096e-006  9.584311e-006  1.000000e-004  1.776250e-014  0.000000e+000
     23     25      5  8.052747e-006  9.584311e-006  1.000000e-004  1.899180e-014  0.000000e+000
     24    405      5  9.161376e-006  9.584311e-006  1.000000e-004  2.067076e-014  0.000000e+000
     25    385      5  7.942409e-006  9.584311e-006  1.000000e-004  1.670727e-014  0.000000e+000
     26   7605      5  9.584311e-006  9.584311e-006  1.000000e-004  2.885836e-014  0.000000e+000
     27      7      6  9.917096e-006  9.917096e-006  1.000000e-004  3.089719e-014  0.000000e+000
     28     26      6  8.691529e-006  9.917096e-006  1.000000e-004  1.363054e-014  0.000000e+000
     29    406      6  9.090690e-006  9.917096e-006  1.000000e-004  2.596232e-014  0.000000e+000
     30    386      6  7.224990e-006  9.917096e-006  1.000000e-004  1.199765e-014  0.000000e+000
     31   7606      6  9.373300e-006  9.917096e-006  1.000000e-004  1.390027e-014  0.000000e+000
     32      8      7  7.334314e-006  9.917096e-006  1.000000e-004  1.115979e-014  0.000000e+000
     33     27      7  8.149892e-006  9.917096e-006  1.000000e-004  1.799333e-014  0.000000e+000
     34    407      7  8.334669e-006  9.917096e-006  1.000000e-004  2.182361e-014  0.000000e+000
     35    387      7  8.028219e-006  9.917096e-006  1.000000e-004  1.201449e-014  0.000000e+000
     36   7607      7  7.380822e-006  9.917096e-006  1.000000e-004  6.606569e-015  0.000000e+000
     37      9      8  8.472824e-006  7.334314e-006  1.000000e-004  9.824235e-015  0.000000e+000
     38     28      8  7.556887e-006  7.334314e-006  1.000000e-004  1.169821e-014  0.000000e+000
     39    408      8  8.458346e-006  7.334314e-006  1.000000e-004  1.689931e-014  0.000000e+000
     40    388      8  8.539705e-006  7.334314e-006  1.000000e-004  1.600739e-014  0.000000e+000
     41   7608      8  7.818272e-006  7.334314e-006  1.000000e-004  1.595745e-014  0.000000e+000
     42     10      9  9.326002e-006  8.472824e-006  1.000000e-004  1.228199e-014  0.000000e+000
     43     29      9  8.355193e-006  8.472824e-006  1.000000e-004  2.193122e-014  0.000000e+000
     44    409      9  8.949185e-006  8.472824e-006  1.000000e-004  1.674602e-014  0.000000e+000
     45    389      9  8.472824e-006  8.472824e-006  1.000000e-004  2.255310e-014  0.000000e+000
     46   7609      9  8.440489e-006  8.472824e-006  1.000000e-004  1.609313e-014  0.000000e+000
     47     11     10  7.862260e-006  9.326002e-006  1.000000e-004  1.616188e-014  0.000000e+000
     48     30     10  8.889721e-006  9.326002e-006  1.000000e-004  1.723243e-014  0.000000e+000
     49    410     10  9.326002e-006  9.326002e-006  1.000000e-004  2.732379e-014  0.000000e+000
     50    390     10  8.770954e-006  9.326002e-006  1.000000e-004  1.287653e-014  0.000000e+000
     51   7610     10  9.630705e-006  9.326002e-006  1.000000e-004  4.498066e-015  0.000000e+000
     52     12     11  8.966196e-006  7.862260e-006  1.000000e-004  1.941980e-014  0.000000e+000
     53     31     11  8.713246e-006  7.862260e-006  1.000000e-004  1.929253e-014  0.000000e+000
     54    411     11  8.783832e-006  7.862260e-006  1.000000e-004  9.063340e-015  0.000000e+000
     55    391     11  9.218078e-006  7.862260e-006  1.000000e-004  1.132681e-014  0.000000e+000
     56   7611     11  7.142661e-006  7.862260e-006  1.000000e-004  1.107432e-014  0.000000e+000
     57     13     12  8.148460e-006  8.966196e-006  1.000000e-004  1.809189e-014  0.000000e+000
     58     32     12  8.314524e-006  8.966196e-006  1.000000e-004  1.436346e-014  0.000000e+000
     59    412     12  8.966196e-006  8.966196e-006  1.000000e-004  2.525610e-014  0.000000e+000
     60    392     12  8.690841e-006  8.966196e-006  1.000000e-004  2.372868e-014  0.000000e+000
     61   7612     12  8.407891e-006  8.966196e-006  1.000000e-004  5.851439e-015  0.000000e+000
     62     14     13  9.465417e-006  8.148460e-006  1.000000e-004  1.953649e-014  0.000000e+000
     63     33     13  8.336117e-006  8.148460e-006  1.000000e-004  1.129292e-014  0.000000e+000
     64    413     13  7.977352e-006  8.148460e-006  1.000000e-004  1.064720e-014  0.000000e+000
     65    393     13  8.657146e-006  8.148460e-006  1.000000e-004  1.808796e-014  0.000000e+000
     66   7613     13  8.626692e-006  8.148460e-006  1.000000e-004  2.085936e-014  0.000000e+000
     67     15     14  9.465417e-006  9.465417e-006  1.000000e-004  2.814682e-014  0.000000e+000
     68     34     14  8.503711e-006  9.465417e-006  1.000000e-004  1.732984e-014  0.000000e+000
     69    414     14  7.905218e-006  9.465417e-006  1.000000e-004  1.117001e-014  0.000000e+000
     70    394     14  8.203205e-006  9.465417e-006  1.000000e-004  1.846974e-014  0.000000e+000
